delta ch(1),theta ch(1),alpha ch(1),beta ch(1),gamma ch(1),delta ch(2),theta ch(2),alpha ch(2),beta ch(2),gamma ch(2),delta ch(3),theta ch(3),alpha ch(3),beta ch(3),gamma ch(3),delta ch(4),theta ch(4),alpha ch(4),beta ch(4),gamma ch(4),delta ch(5),theta ch(5),alpha ch(5),beta ch(5),gamma ch(5),delta ch(6),theta ch(6),alpha ch(6),beta ch(6),gamma ch(6),delta ch(7),theta ch(7),alpha ch(7),beta ch(7),gamma ch(7),delta ch(8),theta ch(8),alpha ch(8),beta ch(8),gamma ch(8),delta ch(9),theta ch(9),alpha ch(9),beta ch(9),gamma ch(9),delta ch(10),theta ch(10),alpha ch(10),beta ch(10),gamma ch(10),delta ch(11),theta ch(11),alpha ch(11),beta ch(11),gamma ch(11),delta ch(12),theta ch(12),alpha ch(12),beta ch(12),gamma ch(12),delta ch(13),theta ch(13),alpha ch(13),beta ch(13),gamma ch(13),delta ch(14),theta ch(14),alpha ch(14),beta ch(14),gamma ch(14),state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148.8310187,18.91856064,11.35711366,166.5003158,175.7301822,589.2358653,53.01700631,31.4648799,555.3083003,516.8730865,41244.2433,1442.620044,160.3695859,221.8940074,231.8982994,1590.750778,93.36700146,36.9791694,539.2095173,502.7201347,14878.86404,3095.322078,1136.641093,2118.820707,1232.99397,58.9849501,17.21551159,23.51267102,609.9756832,613.0625406,62.8837639,19.61966389,24.74583795,444.3964782,431.8277717,141.9465991,36.42569641,42.8384526,503.3547714,462.6463131,152.6322326,30.23527611,35.3560078,483.4424505,454.495216,378.7031575,43.81222402,39.25469394,574.2279803,549.135072,3489.576956,229.3262144,70.47070235,522.3966772,488.8952355,1566.518378,134.4152183,53.71782228,497.0237629,455.4122203,1291.497686,98.91806015,41.00049161,421.2115214,400.6934762,549.4000092,66.29558485,41.64534674,503.8697279,460.5700713,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.5608968,17.51400764,7.626920433,21.5343753,57.8648073,1250.691831,40.93037311,18.14921169,61.0452098,32.46596303,29699.39926,1100.748555,377.3359564,454.6734098,307.3877701,1606.558156,87.53868086,21.98627279,61.53306205,32.60460191,20192.92536,4080.506817,3308.592194,4278.143738,880.6170892,28.05152056,6.123867804,8.046217551,48.44558257,30.08868596,55.03490227,12.17157218,15.89457542,44.90498043,24.81764066,298.101562,35.78149325,30.62763149,64.87938979,26.27839577,137.7077956,16.30659629,18.58672542,55.67230395,27.66196003,522.4652098,25.95136986,19.0141822,66.69137062,35.71563139,6102.241189,228.7466743,42.94226925,68.9908718,32.33949733,1680.00381,174.0724531,40.87177768,65.5771821,29.39168674,2007.76304,101.8848405,23.9311567,51.44856032,26.56467461,714.7157395,68.84858543,26.971242,58.62821853,28.51404418,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.38949377,10.78033479,7.062114577,10.56478441,71.03083833,866.0497491,30.15581077,12.71149543,29.80440349,11.93768259,286.3727234,24.15624543,8.259335935,11.27883576,310.8264238,998.7930973,57.28932669,17.10072531,23.17268137,7.65847722,15466.55436,3141.075301,1672.080641,1839.58098,438.3720008,35.13234759,3.965856495,4.829300726,10.43379678,6.752744893,57.78849194,8.046255998,12.28677363,15.72353453,5.899369084,120.0393038,13.73312936,20.50326789,27.96120352,6.823150789,104.2438133,10.78605495,11.83329853,22.72631072,7.100883853,923.613811,16.14408024,12.30366485,31.4994369,13.94578763,2773.475909,130.512468,26.80803718,31.58074989,9.350287492,844.5032812,105.9990798,33.00114796,29.74654886,8.095164909,1418.63475,60.56354078,17.15184976,25.95558457,9.895240044,328.3243786,39.57763536,22.81815133,29.19179412,7.608387686,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392.1299606,32.81209624,14.67763921,109.5811805,226.2676838,1845.180001,59.42769989,35.69082629,338.2106088,537.9060506,72673.41089,1451.570564,438.9236002,423.4058978,586.180123,2444.687772,133.2113669,39.94323413,326.2371106,525.7124921,3779.868634,1186.776498,487.1942462,1212.281362,946.5021939,139.0256376,23.9555395,23.2344441,340.5267473,605.5255632,175.9785166,28.57565082,27.05755474,265.2885195,440.9533312,551.566842,55.06071369,48.10751153,313.021947,470.3828589,318.2692079,35.67631618,33.40309537,298.7423454,456.6906631,612.2598433,49.75251614,37.15543757,348.515977,543.7360147,4937.156346,200.7134351,62.80724937,324.7830273,495.6931662,3442.359301,166.087431,60.37649328,314.403772,479.8392741,1484.814365,94.70243265,38.43056079,265.2194834,412.4174634,1050.972378,72.76285976,41.35111623,306.5629058,477.4165967,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195545.9508,1844.211341,366.9378402,381.8830663,200.0505787,304835.6764,2951.529928,944.1969905,641.947144,404.1923681,253999.4011,27509.71736,3975.769068,9190.978594,6455.553373,114283.5437,859.5341959,355.4315672,709.5439284,384.848844,47527.95937,2370.91592,401.4159579,1016.419941,759.5563569,33152.18424,480.3472642,84.87523187,455.7449658,437.0902785,63629.39507,2551.951876,294.0539012,697.9090985,341.8462467,51176.73393,2618.917676,2488.385979,6539.931161,1424.304777,41021.40447,251.5933225,72.07097545,426.1089793,359.857288,49624.15593,275.7858393,77.47696386,497.1980914,411.6272381,51734.42985,508.9520027,87.98948485,465.4869193,366.8905661,157598.9992,2762.491952,1078.818696,1014.481141,1733.54302,46293.74704,735.7825546,74.22356195,373.9352002,316.1842807,54718.68461,617.7114107,124.9709461,468.0838539,361.0570087,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154.615333,36.93936859,13.04211844,49.06714214,103.2827824,1647.976539,57.00984003,28.35096986,146.7806792,150.1412984,18205.16441,829.2545362,135.185647,185.2316016,244.4779045,1687.811246,81.11112996,32.31539667,146.282212,150.7630598,14119.90143,678.953243,376.2575213,706.7729356,424.6100832,1110.651234,27.25600868,16.11222273,132.4375744,163.7901685,915.2585812,31.32168091,21.14837336,111.3972905,126.0565773,1270.231523,51.03977052,36.12950719,137.8343477,132.8786264,894.3265581,37.10265483,26.37562091,130.2458721,129.6798946,1421.502545,49.33640776,29.08194135,157.81033,174.8203369,3195.481019,225.8544493,61.84523656,153.831606,150.3595204,2406.084489,208.0180014,54.15056424,142.6193488,139.5938901,1774.356132,118.5429214,35.81276651,124.4874038,126.4651725,1637.315096,95.38466793,39.25016448,139.2105397,139.4272512,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51282.71477,1457.554751,352.351653,194.089997,166.7981183,95632.54947,794.6197287,181.9281111,185.0675061,96.8191428,170819.7826,6612.287874,2800.818206,6029.665367,4428.706069,14153.79036,555.16926,85.52068462,114.7741303,80.40299408,2189029.748,239781.8086,60525.48572,30410.40719,2906.16524,1882.287754,33.61184161,17.00328756,93.72714616,83.5944433,870.3187408,56.87741591,26.85338736,99.74522363,70.151079,2597.752611,54.71365892,38.19680858,99.25802477,73.92194543,2224.43413,47.70201259,29.22548726,105.8607823,83.01835384,3539.746075,68.14011585,38.30502784,151.0585041,126.9163569,10699.01543,277.8534343,71.14776706,133.9175305,86.83661177,16583.99499,275.6289487,67.01135291,139.8050313,98.68567154,6964.286728,253.5540165,55.12941219,116.653276,84.45787331,3456.213819,154.7423172,37.46580924,115.4464544,82.35765613,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115.501304,50.46400412,13.610437,12.5106677,55.64321559,5182.228964,88.45761634,29.73947375,30.53310667,9.650053447,398772.8769,14851.70291,2368.818067,4296.029411,3813.312794,1378.863492,93.38929004,27.48942105,29.27774211,10.69112706,4156687.249,324940.2841,89948.46537,33249.78768,2402.519507,871.4901752,9.440079112,5.113765251,11.10074036,7.113589531,273.9733152,14.59042355,14.56743702,19.33509542,6.941348879,379.6323849,19.93253717,23.39686205,29.26029189,7.25235092,299.5475734,16.37590775,17.44849206,26.49385785,8.200965163,457.3976496,24.79804889,18.03846279,38.63375396,14.62962064,2313.60224,225.0724551,48.46243406,44.00753808,11.48252529,3337.858236,252.9471008,62.74202384,43.41253813,10.57978238,731.0951747,98.6627364,26.89940623,32.67119217,8.318769984,719.574299,92.39297288,34.46737335,37.52810339,8.395497263,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51477.55568,2612.122852,283.9324825,464.9844012,169.7825703,95016.16564,1010.752221,202.8590582,302.0029475,268.6691483,903817.9314,43506.75538,17689.07542,19711.55248,13830.61813,9118.92894,192.9638725,55.12562625,220.8675294,255.199678,2323518.669,189110.6033,33208.20374,8988.30816,732.7831874,3855.482079,106.1726628,31.18115621,205.8515579,295.45653,7172.960805,150.7966546,50.97439792,175.2030251,226.9508422,7616.092372,138.8227464,50.17933901,204.2532335,235.7082549,5759.197526,119.3228397,38.25699862,204.0763662,235.3458718,8381.261574,152.3167838,49.30886366,243.7353735,267.4440639,9849.49751,295.0295962,65.34227632,220.3962499,255.2018916,11474.43793,294.1871809,69.6784211,210.2886531,239.7666672,22791.38849,268.1513099,55.62493117,186.7044548,219.3135823,36890.99695,300.7184706,60.45438126,206.9657185,240.4597617,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340.7223883,59.50364525,19.81522711,61.36996523,155.0526819,20914.1693,378.6696038,36.39707601,146.1874303,154.8145907,399412.0248,75713.00615,20381.91361,30160.74083,19873.56205,2019.144205,110.1355278,32.9137492,130.6067905,150.4944322,2113824.855,185851.7111,66691.92553,46437.85659,6507.843936,306.2519399,11.30395739,8.861984117,123.8023736,165.5027876,90.7462898,16.09665919,18.26392387,105.3512825,130.6778409,178.4660853,25.3820749,34.79125527,122.6831988,140.102273,143.3970974,19.10427159,26.25162738,117.4433487,142.0588794,1677.545156,32.93836547,26.26635116,141.8581542,179.9946574,6491.747667,265.6660383,51.66881422,148.2494506,171.7403296,2442.988644,219.42875,59.75468392,136.5124244,153.1319603,3388.906954,175.3625068,45.66719869,145.7655989,147.2266298,895.1569808,84.0939047,41.41234015,127.4452499,146.7903656,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140.2178745,13.52735515,10.00949742,20.49405629,95.74773417,546.790036,32.21758033,20.24900322,51.7518818,24.37873108,10407.60379,2721.451648,1093.386993,2707.029491,4720.799735,488.2572397,34.61020467,20.17644122,45.70005472,24.47046323,956980.1019,76385.46519,19850.08159,20187.79118,1508.340256,107.3441748,6.214549729,6.19423617,30.05292952,19.25703087,43.6470744,10.5754654,12.80984896,33.9412242,17.44919221,70.86032199,18.03696364,26.79545846,49.07088328,20.53082283,51.63474365,13.94878595,21.81149687,46.56575731,23.29248674,156.2176636,17.15963547,23.62079743,62.58554482,38.55981483,1332.884699,91.71766224,38.96355527,58.50968679,26.56800866,1233.559326,83.30410484,38.97147486,52.93579277,23.07604931,777.2400893,56.11977653,26.83322322,53.62692431,25.14569331,405.4212038,37.17995782,32.37581484,49.36612529,22.10677404,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15256.49412,560.1495606,118.863818,136.0597631,91.77690786,13104.88531,137.4606756,28.64418537,43.39107015,20.41272589,510837.6806,31707.20152,20713.56033,15363.44486,13621.30019,2366.482337,119.2687687,30.84972842,36.08970067,13.7585239,370482.3121,7119.657816,711.1487994,954.643639,179.5894157,215.4433213,11.30054492,10.16379901,23.20109479,10.06726474,296.5495821,18.77642918,20.77803363,25.80303064,10.24351059,418.1378077,26.82087618,33.72520748,36.60727302,11.80347408,323.3517573,22.63943443,20.89531971,37.40472354,17.73653077,888.3068028,33.0603968,22.45351213,49.96190798,25.08919992,9180.536799,288.2656617,58.7315753,58.11945699,22.39067563,3182.296861,238.9868094,56.36602073,47.77368078,14.34070667,7292.319443,143.2900813,37.1335761,45.83197382,26.58760213,1236.564965,91.77414971,35.5020784,41.55019966,12.57935908,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109795.0814,3299.636773,915.496202,514.847024,109.916512,79252.33858,1018.254007,213.1885492,184.4733551,107.4440865,1099692.026,190822.8377,41224.96574,47742.79356,26366.06421,9272.674804,256.1688271,72.77929163,144.8638454,100.6358148,166301.0408,10619.19745,2472.643085,1674.993267,302.7770495,6826.652059,101.4290952,30.70764097,123.9989336,99.84420749,8093.100467,130.9192263,52.69054708,112.1276509,84.85743458,9297.444012,136.724576,74.18444768,133.7924344,97.84905351,7326.824366,121.1196531,54.11740222,121.9188194,101.9845278,10585.97272,144.2976648,58.01667666,148.9734766,113.127735,12761.75224,298.3561845,77.88935015,150.1206982,105.7825987,14275.03517,363.461931,95.14739883,139.8256517,97.30869064,21787.08404,306.7804087,74.24659839,132.3129715,91.68289427,8697.414776,222.4570889,84.43232599,139.300954,97.01352567,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133.9854902,14.85499908,7.825042606,10.75122494,36.98270506,337.3234822,30.48660048,17.17573331,28.04264945,12.78042038,761.0830102,61.90922292,17.08049918,16.33231204,83.09704825,504.3703951,49.63032992,19.22870882,26.55562746,8.941310398,76905.54626,7601.021717,2292.759682,1209.734557,154.8465038,24.81610858,5.156831847,6.069405204,13.91622666,7.401388341,45.05662862,12.14083046,13.61307906,19.99736202,6.865746779,85.44679054,22.11885528,26.81948575,31.30945018,8.70224854,72.48288711,16.19915024,16.83375255,28.08487789,12.37568544,316.1162378,20.38726151,16.6193817,37.05398258,17.24678236,2086.631204,157.8650294,43.32701198,38.57761881,10.91738329,1333.516956,132.552159,37.05446444,34.48344888,9.389712378,1074.423859,82.88785148,23.06258394,30.68967665,9.227510055,515.5259321,58.35552266,24.3072504,32.12613315,8.328337517,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.0525348,12.54908011,7.244683016,9.360276973,40.62395748,256.8374593,27.85008168,12.92646313,21.95376498,8.253987402,828.8411031,44.00657223,10.23832346,13.16326558,108.4558856,897.8843683,54.37362988,13.67230746,21.11303451,7.888488054,103704.1442,11452.53169,2040.291142,1207.279912,122.9092054,29.24999898,3.763844503,4.043457997,7.99466792,4.586788976,48.67154726,8.478250434,9.441285967,14.43779595,4.801816835,110.0183063,15.31421211,21.43331268,25.49489438,6.492840832,101.2911587,11.3390109,16.00230622,22.17949411,8.872511127,227.7885775,17.35001473,16.67683385,30.31402606,12.05178835,2768.972362,105.1544004,26.83764388,34.61265836,9.705197573,1478.576817,103.5391729,28.17455964,28.5243557,7.740358072,883.2918714,50.97622863,18.73784363,27.78750589,8.157369318,561.1103812,43.40324405,23.20448093,26.60763595,6.941107307,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367.8865657,23.46856384,13.98387885,131.3550356,257.0386051,5857.82747,50.72965275,22.18291195,424.6695406,742.8930301,592.6670471,44.10506233,13.70063487,106.7311423,276.7378437,1669.824863,80.42100687,28.84963258,404.5280655,714.0636643,37462.75576,1820.52159,387.2251416,843.6273394,1323.619424,125.6332873,13.99888612,15.98039348,415.1587529,804.0104564,110.8610541,18.69215738,21.33038689,335.014256,622.5020648,204.1138289,25.92956681,37.49784529,373.0510783,658.2326352,226.6032789,21.02532271,30.87416685,376.4183504,651.9475083,1057.662806,29.21582086,33.41027297,441.420955,741.5301338,9540.282748,170.4436172,52.42616161,403.9670695,697.2737746,1911.577481,134.4612913,44.67229946,377.6628106,660.6606936,5344.890082,100.770269,36.95501825,344.2770613,615.2213564,548.5499933,59.56650051,36.7870127,382.8054056,661.873027,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.86281695,12.9268867,7.101922758,35.52003816,66.48860543,178.393429,33.21549704,16.14932935,110.518922,98.54038454,418.6971203,39.19215873,8.648281803,30.86767303,153.7799623,387.0419629,65.62514582,18.11694326,107.4144645,96.22686276,153191.1825,1363.430816,971.2742286,1593.307513,652.3348055,38.29601068,6.081342217,8.370217185,103.404157,110.5075436,33.96028922,11.32863983,14.86883068,85.98317419,82.35220145,51.12534135,15.90782792,25.38256019,103.0677598,83.17635476,47.33587611,11.29611793,19.41921805,96.12093533,81.52526261,71.53344005,14.16516443,19.51122427,111.6072221,94.13087016,630.987736,77.6712555,27.57668308,109.0847937,87.58495498,548.2681621,107.9766044,30.69187996,107.2439788,85.36929283,530.9285602,42.94007264,21.22786171,95.39733711,76.44046296,219.7744928,40.20090257,23.60981803,106.0846539,83.78672209,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.2421159,18.58831382,7.922837103,28.8946648,56.85270314,2045.718786,49.93775673,22.25208082,85.67909466,51.56231916,565.6338847,45.44674204,9.082255277,25.45122545,172.6343462,820.2948556,86.62109579,22.42964493,83.32159735,46.72859922,67344.73768,11269.14719,4984.242502,6877.734732,1954.942166,88.3762591,7.707821403,9.591045918,65.46438987,52.48679902,60.46222234,14.52233941,16.54910256,62.77546922,42.53400938,126.341715,20.85918763,27.98688296,77.03764531,44.62405422,103.3684544,16.96913005,19.74841627,70.45154617,43.86643075,809.5060756,27.52826178,20.39275487,89.11600563,59.45038416,3446.834182,130.1175368,36.5687169,90.16079604,54.8508718,1470.357646,141.0535219,34.81550394,88.12573459,46.92264099,2138.624512,74.79572619,25.08224529,79.81472505,49.02109174,518.4423528,59.52297703,26.32865283,84.31086648,46.1265139,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232.3399304,34.66499475,15.01961481,37.76321701,72.92567469,847.8041583,43.22399739,24.25211882,105.9027982,56.73838427,162713.6255,86240.32268,22924.8911,22828.62525,19197.60614,924.4422134,69.88179389,25.80639674,99.34286594,56.72018962,181910.3204,31628.17659,8986.699356,16347.10765,4078.221269,67.96689525,9.128084845,10.67818955,91.92092207,54.70529868,82.80607154,17.17212978,17.15732721,81.323716,43.70004892,150.8501657,24.85673923,27.97480881,103.2648729,47.62408028,126.8532942,20.32256684,19.41035102,101.2007364,49.01679068,915.8926225,28.15398667,23.50951829,120.0624456,65.83176248,3743.662569,174.3247099,39.81386487,111.194845,55.26135799,1822.143665,174.2274171,39.40566849,102.5286599,51.47038756,4626.512412,97.0763779,31.74492478,101.1473991,50.74210644,638.1211686,69.06563619,28.15359434,99.0639354,50.27347874,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149.8802936,12.53133532,8.725917687,16.03551604,49.31256798,332.3278949,24.32751758,15.70829386,45.54050961,24.82710464,700.7488525,30.31830532,9.783966775,16.10645216,154.1152518,1169.213931,50.01552385,18.74863195,46.47053482,24.39092295,100838.057,19343.35442,6275.399447,9574.562211,2329.817562,23.92737033,5.434533939,7.71783767,32.82172429,21.38079935,53.13153903,11.38075225,16.76644244,34.6712369,18.96023779,124.885572,18.17594024,30.04292506,43.78708555,21.52708222,110.9009176,13.2950796,21.11407896,40.00175991,22.6037493,246.3845164,20.31530885,20.55788288,51.6872866,28.81053515,2699.612773,162.2170894,45.71046444,53.92964266,25.21176974,1665.154797,108.9472197,38.06858935,49.27703647,23.79086147,893.4807424,67.16773537,33.08484486,44.66279068,22.09657552,633.6825095,50.78798022,28.99983223,47.75863993,22.77441136,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.80368556,12.52120585,6.815312837,10.29709598,48.07979842,113.3340991,22.76155562,13.94985563,29.0360241,13.82037211,353.738469,35.2289096,11.26061315,9.295369924,165.6778007,196.6397083,33.66678854,16.35849405,29.00391372,13.92993965,86079.63117,12872.01465,4879.303762,8520.644664,1791.624807,27.27794432,3.961458828,4.740779816,15.2885798,9.417352336,98.52583766,8.979255717,9.222904592,20.53862837,9.854870966,72.49178056,13.9512476,21.96061796,28.66553359,11.765351,127.4101963,11.10873573,16.31392351,24.02396206,11.18186862,95.64881826,13.54444569,14.72140715,32.28048442,17.39035122,1047.952504,131.7280371,34.13741929,31.08202005,14.98243225,733.3384641,120.7199166,35.47455982,31.51483351,14.24523064,537.766276,58.3036654,23.36665066,29.84351585,12.24641885,295.969205,45.4822114,22.62173741,29.99414396,12.65881093,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265.294119,52.26846228,33.00631006,249.9818512,236.8094304,204.2311882,40.06747129,24.1073828,246.1157669,237.8571716,824.0437215,121.2354665,43.37196714,245.6023675,238.2284172,451.1482656,59.3946663,28.92280615,259.2474399,244.5833887,276.2610936,57.07619089,41.74673796,352.2929585,348.9749275,171.3181892,26.66717418,21.03871778,258.6180139,273.451354,85.34500613,16.44650911,14.40649503,159.7727582,167.1234358,115.5832722,34.67762722,35.77901216,222.6946449,214.6291656,53.53933837,9.779113048,10.49659525,82.24166496,91.99572891,115.3179652,31.83947448,34.16418832,257.5184985,237.8649343,262.7202986,52.86854716,34.2251956,259.9299343,239.1246485,899.5546642,146.9393832,50.28878131,254.6031475,231.7093781,118.9296755,22.27416151,18.32221419,154.3973681,162.6478308,546.6592651,54.32207797,34.74696435,239.9306374,222.2246132,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
