delta ch(1),theta ch(1),alpha ch(1),beta ch(1),gamma ch(1),delta ch(2),theta ch(2),alpha ch(2),beta ch(2),gamma ch(2),delta ch(3),theta ch(3),alpha ch(3),beta ch(3),gamma ch(3),delta ch(4),theta ch(4),alpha ch(4),beta ch(4),gamma ch(4),delta ch(5),theta ch(5),alpha ch(5),beta ch(5),gamma ch(5),delta ch(6),theta ch(6),alpha ch(6),beta ch(6),gamma ch(6),delta ch(7),theta ch(7),alpha ch(7),beta ch(7),gamma ch(7),delta ch(8),theta ch(8),alpha ch(8),beta ch(8),gamma ch(8),delta ch(9),theta ch(9),alpha ch(9),beta ch(9),gamma ch(9),delta ch(10),theta ch(10),alpha ch(10),beta ch(10),gamma ch(10),delta ch(11),theta ch(11),alpha ch(11),beta ch(11),gamma ch(11),delta ch(12),theta ch(12),alpha ch(12),beta ch(12),gamma ch(12),delta ch(13),theta ch(13),alpha ch(13),beta ch(13),gamma ch(13),delta ch(14),theta ch(14),alpha ch(14),beta ch(14),gamma ch(14),state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.8593021,31.32996989,20.41446455,74.20838078,40.56637558,644.8285133,58.62983242,17.93179495,76.50700058,44.38772725,420.0484198,85.45785798,29.9880206,74.83754227,38.93556322,735.7725037,64.58602298,21.754607,69.97892338,36.59203112,208.3238142,42.88232209,27.98726888,104.0364124,62.08894048,59.77210106,9.1284452,9.390703922,64.44965187,41.01895902,49.8319794,6.688038146,5.985587324,39.35271088,25.90772878,66.4658619,16.54542036,18.42008813,60.81132653,30.1993774,13.80358229,3.722776853,4.295644037,22.12425889,14.59937884,449.6956516,27.77561351,16.77119447,80.1538856,43.95395929,239.3593473,37.91221339,22.19941843,79.70626737,38.88497479,675.2873631,112.9095421,37.41739883,76.46901481,35.81850697,408.641561,41.07154207,11.31462651,47.31849101,27.17647053,281.8031479,36.36498265,20.08383626,70.67455314,34.1904245,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205.2196987,30.29294134,14.03580838,26.00953669,8.35441527,127.4267485,19.26918066,10.18322702,27.38810042,11.17683176,654.7814381,110.7644191,25.2940382,28.46270518,11.1142649,283.3749232,36.40227381,13.66583678,23.4633851,9.137518934,187.3372995,26.52768973,18.14516263,40.98154096,16.78016419,51.83749405,7.377564766,6.292286755,14.16988269,6.030923694,31.39909194,5.662113406,5.344441637,11.16792459,5.41557483,58.80819948,15.58023102,18.75683318,25.08740915,5.769423734,12.61619832,3.94139025,4.629598908,9.814927524,4.065566174,43.1891218,13.67609407,13.18039175,35.29682886,12.95814529,191.3990218,31.14992917,13.49840277,29.88805777,8.978825884,821.3294222,139.8714009,28.65586103,31.12459694,8.874102476,79.50273298,11.98607267,7.42692909,18.95353491,7.104174069,333.1184799,33.74870075,14.984672,27.50224493,7.744339343,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166.2706498,32.02767124,10.8656974,21.22114347,7.627808379,254.003613,21.07278246,8.149014598,23.61594647,10.46475639,636.5791035,107.39855,19.68720286,23.38950757,8.676610938,516.7299561,38.12139086,9.951006349,19.20953045,7.477648885,141.1168764,15.1804803,9.204714084,31.01507648,14.98078462,85.75661259,9.273229405,4.190608704,12.04128737,8.072319106,43.5349935,5.099856097,3.456205565,9.097577196,5.696624467,67.46094746,13.95500948,12.02296175,19.19623971,5.909415702,14.64627687,3.25131103,3.175392921,8.27917918,4.386613343,283.1020881,13.21564433,9.69902384,31.09702176,15.85856081,221.5679723,24.45428511,11.22591499,24.92578108,8.588664575,4921.519884,169.0460779,23.73667384,29.70956579,8.202357214,274.3015094,10.56282336,5.870879885,17.50053444,7.731961345,316.727097,37.33300695,12.10950484,23.61475016,6.962229495,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251.1624347,40.20948725,18.94443721,29.25106576,9.011152702,184.4839588,25.4576346,12.19227843,25.82520587,11.73508642,810.4307506,137.8494394,33.63019924,35.7789919,11.61239374,312.4005524,42.77665552,16.07312655,25.48603497,9.52488077,153.1677131,17.54883669,9.967798449,36.4218559,18.09932536,36.73154897,5.648576719,5.442498678,15.25144904,8.557580067,43.56951091,6.004603326,5.52978505,12.82924951,6.968748834,104.6578698,17.42892506,19.89932423,26.28122517,7.374776397,21.17649053,3.726076551,5.307753674,11.38988942,5.738301695,102.1585239,11.76164753,13.79179463,33.57679008,16.3857524,462.1370224,46.04164218,20.0520162,30.93045322,10.44046809,2730.362553,189.9201543,44.20978811,41.97346771,11.69098892,159.0293843,17.01556238,8.918759079,19.46864454,7.475278398,425.6601563,52.3073194,21.71794874,29.20190092,8.830242926,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185.1581459,28.30265278,12.66520659,26.95882919,8.612531071,325.5999472,20.48176336,9.052833081,29.18074989,15.02754295,488.9155847,91.08794634,20.36907777,30.21342729,10.31309498,578.1552253,39.70674949,12.02602123,24.62795305,9.42804409,83.7470457,14.39186567,8.118515154,33.84706783,18.55646445,69.7769612,6.102382269,5.058716949,17.19888471,10.26652892,46.93839265,5.206471587,4.253598212,11.24893165,5.998229939,70.79501077,16.14247852,16.06960546,24.46103629,7.363515464,21.59300105,4.929506645,5.44406371,12.00061177,6.377362914,120.6139155,14.44551307,12.87638985,45.55874083,25.29885181,549.2831526,36.37164664,11.59401382,31.41257503,10.92544984,800.4302031,111.4583664,23.52298671,33.16886354,9.321212748,231.2617847,16.58967314,6.359753163,22.27490489,11.14747882,325.0177521,35.56706663,12.08738356,28.24061383,8.528005416,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182.6728716,31.86126704,12.47055134,24.3873836,6.406988021,129.1757416,22.11084602,8.858139297,24.20692346,8.420598514,723.825282,109.2908593,21.7453291,27.74536386,8.189682288,214.0531595,39.6962923,9.989076997,19.53120316,6.127395137,51.2085314,19.31824762,11.10994595,31.28467794,15.07797062,199.2151477,6.520179736,4.093009954,12.44038931,5.618306981,26.63453664,5.673135793,3.968295862,9.985416077,4.624457003,34.47378678,12.26772056,15.93145793,20.01982818,5.531016953,11.04977004,3.667528664,5.57379421,10.26523558,6.259889983,30.68373529,10.05188904,13.23371243,38.48746196,20.96404844,113.8096371,19.8680484,12.04086885,24.94845375,7.233199869,832.2562082,120.5943872,26.97806521,29.68508943,7.095849002,65.63835621,9.845178146,7.20301628,17.55614275,6.573337519,263.3809704,31.5101254,13.96279201,24.50663252,5.7220059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120742.0553,1678.387514,1064.434625,981.1485721,178.8955777,347.7481757,25.14417663,11.72555147,49.88403145,28.9492413,189992.2061,12430.97285,2177.340409,2141.098286,299.1231359,856.5532855,51.50902549,14.80298073,50.10904525,28.17511656,82.47341889,12.25338742,10.69829046,70.53185602,45.46796766,191.7505804,10.17253759,8.37355423,43.44897873,29.63708899,58.06670405,7.087309451,7.224938648,28.40621344,19.08118508,57.75043986,12.53791103,21.75451249,46.07949643,24.55484482,16.50318175,4.132219485,7.62572778,23.35485425,15.12765048,74.07997784,14.03342556,15.88336793,62.43147682,37.04199518,233.3402537,32.29193942,12.87177344,53.80705236,29.40305887,1070.921931,123.4460118,24.22882559,53.05895914,28.60314513,329.6986968,26.56905071,8.135534172,36.84829313,22.65137771,311.9702644,38.94776704,16.45842063,50.78112616,26.82558347,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.5016936,29.90152244,14.83753561,24.9420093,7.855079504,137.6727914,19.74931648,9.300520993,20.90454957,8.252679528,42979.19926,2045.837187,711.2791862,718.9838601,111.4370104,765.3387104,42.06095642,10.42317223,20.87146079,8.114877032,46.57536265,10.48460799,7.108643563,29.45633188,15.37892617,447.2570163,10.68883741,5.891158266,17.42489191,8.705694442,51.75987879,6.792702646,4.843501983,11.65379928,6.524629885,42.64523755,14.84267649,15.21369605,22.38276353,7.078892743,13.11051044,5.461232944,5.823220475,12.70623632,7.904076069,32.79431591,14.02714427,13.39705145,38.81559074,20.94062701,285.4743878,38.75724971,13.82072216,28.05675004,9.030324419,63834.48802,2425.141794,671.6589778,362.6611834,21.13331406,260.2429074,12.56908527,8.160877326,19.72556795,7.996354876,466.2490243,35.02591462,14.73023774,25.00835586,8.067719536,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260.6405536,36.44931294,12.57605511,23.22027225,6.118140297,169.6007511,23.03116025,8.20746199,18.70278254,5.878351319,873.1376141,127.9639674,20.1938958,24.64447493,6.777372865,343.2670577,42.05918967,10.08485781,19.72978551,5.976865528,84.58253067,15.10430404,8.270111788,24.30964905,11.94986374,101.3719507,13.49906338,6.73591622,12.23474666,6.673887204,159.0666749,9.015793568,5.517270246,9.321474164,5.025646673,68.88116894,15.35509053,19.40089746,20.40811399,6.035626599,22.54573171,5.177701379,7.828654978,11.83791794,6.981144071,64.35958178,12.7236114,15.69671719,34.39230079,21.53248851,339.5973309,36.06251552,14.40610567,23.87520024,7.176694371,1220.648959,156.0757598,26.12377139,29.43790914,8.759703456,248.4656107,15.00256482,8.918140482,16.24385027,5.732464283,341.7433962,40.93073278,14.08064236,23.56363788,6.461369138,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176.029749,31.81813225,13.48386706,25.22774292,5.976068538,129.4217997,23.79486069,11.18617225,18.26613518,5.711667912,428.4644188,86.71028303,20.3912479,23.58716796,6.133699885,184.9500333,34.36141395,13.46527596,17.17699026,5.788314812,48.5112332,9.93292564,6.354561224,19.53847234,9.465937313,211.5567727,9.435490014,5.403863248,10.33537827,4.628831323,47.35365206,5.990254941,4.601717612,9.398628591,5.068082525,52.4603008,16.39312983,13.74167943,18.7798293,4.892051463,19.31220615,5.680671446,5.462916383,10.33615842,4.880046332,50.63508532,14.33534407,12.53603465,26.55432201,13.20142834,217.2974072,33.23816478,15.61865,25.65484407,6.381701781,483.7143878,104.8465964,26.56931688,29.94389588,8.13897886,113.4029479,15.24341334,8.212725827,17.29727157,5.068622637,163.5866271,33.29791348,14.36887651,24.04930492,6.11382627,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204.6228521,33.29350901,13.42684608,23.74911794,5.99148337,115.4270144,19.13040506,8.565042197,18.78823598,6.347454924,659.4979611,115.1310734,23.25133698,24.70015751,6.488699574,186.522147,31.72062751,9.908686887,19.16167291,5.71810664,56.10394604,9.577077514,5.642589811,19.65226656,9.220504188,182.0851298,11.9688269,5.159241381,10.21398383,4.10213996,45.27072917,8.004948209,4.671559392,8.614305368,4.627837483,38.621479,11.86199037,13.68453963,19.10711685,4.777031884,15.96901352,4.791475356,5.91571053,10.01435905,3.784698894,30.14660507,10.85875837,10.97200344,24.83183568,8.521236042,133.9031275,26.28427845,10.98168616,24.67654377,6.660726413,806.981611,151.9585176,31.3799051,28.3443863,8.595111143,269.7006226,13.79241379,7.468778276,17.41682069,5.678529378,224.3326295,39.15920702,13.40077245,24.23721563,5.913220697,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177.8254083,34.43611756,14.48492021,26.12569827,6.783166053,1341.300012,26.99529324,13.41986321,25.84036379,13.3829053,1021.082301,115.4612179,21.23730642,27.5277546,7.127792868,2361.792956,64.47255132,18.00657488,23.64761187,6.365279659,123.6597481,11.40929103,5.410150544,23.12709567,10.38069902,130.9973874,27.35992368,7.75994257,14.6210094,5.73841822,87.42557766,8.672560336,4.764312379,10.33135,5.185639014,46.66175629,18.01875095,18.64852592,22.41174135,5.364064675,23.41573032,6.546505072,7.827832822,13.24795449,4.292060197,98.49369851,17.64806469,14.08878821,29.53049178,11.34841421,175.6898562,31.29010332,14.94755786,29.35679701,9.252099078,675.3479038,118.1668062,26.66368851,30.46626798,9.405781396,1207.02101,26.7394879,11.09138553,24.22795516,10.27436262,264.24633,39.98857021,16.93113034,25.54894898,6.686921455,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228.9366741,30.09525889,14.05056391,24.70272955,7.999598508,659.8952341,24.66307573,11.44188635,26.62796264,15.82807877,1744.557203,199.5168136,25.71152196,25.35637715,8.26896712,968.0251363,42.06081246,15.4860104,20.9450574,8.487229316,94.14685058,13.8847951,6.78268289,25.58384233,13.83092254,144.3683367,17.69614832,6.426090055,15.69675743,10.95472346,80.00234653,7.212952596,5.67239211,11.22007183,6.36121813,54.03599751,12.11684559,15.61771293,21.52086355,6.908117907,25.35638983,4.570600018,7.135679231,12.57078819,7.225646747,60.54835712,10.96458289,12.9367115,34.04788677,19.3255504,187.1143951,28.07065127,13.96469948,24.7440347,8.501322443,764.6117821,138.923506,29.61826662,29.24965327,9.047014493,966.3151991,16.23933245,9.821673682,22.58145484,11.22364191,431.0951774,40.37474754,16.58163085,25.54621778,8.208581953,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247.8994227,31.94706716,13.95794686,23.89192936,5.981025358,167.5115589,22.36899419,10.38586004,19.24945877,6.218040173,997.7062018,115.90006,24.12547532,25.69164972,7.242574806,285.3238181,38.52307241,11.4461527,19.33526827,6.254114007,55.46461462,9.165254526,5.972054213,20.39708104,11.09404817,144.9965877,12.74680172,5.415336113,12.79504554,6.231557581,45.48071328,8.608012156,4.964622465,11.38757163,5.481760802,54.46777423,16.08206116,15.58126601,21.87275221,5.486742869,22.85534101,6.320766292,7.119363336,13.8737601,6.274533016,51.35441873,13.72964685,14.01614992,32.05516926,21.3824983,247.8823292,36.49480778,15.57559642,27.203545,7.225190727,1110.986072,146.6134246,30.21329041,31.44257311,8.818537767,247.5612027,18.15238102,9.351938641,18.83629888,5.682676201,316.831314,43.21338504,15.63430813,25.09868254,6.146304495,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160.2607242,26.06981788,12.64500143,21.66339825,5.081743233,109.7722101,20.85885873,9.387069125,18.14544816,5.345887016,734.411865,86.13759721,19.04791666,21.82929456,6.629221798,167.6936586,31.86945522,9.369367621,16.66983686,5.061018168,47.45829801,8.385839451,5.529718624,20.4425644,8.781046659,163.3859676,14.6783421,5.663308755,11.38428821,4.215161801,46.79112421,6.307491914,5.561686406,10.32136458,4.921901195,39.4405443,12.65930262,18.77901164,17.56042465,4.832293845,19.64573118,6.038220682,8.392552146,11.43767735,3.879369583,31.31427169,12.41082091,12.91560251,27.10814869,9.219533235,124.4737561,24.98800851,11.88659123,23.28148238,5.932087684,685.9888646,113.7939194,24.17343828,26.95424046,8.406043879,305.6735564,14.03190768,8.773565726,17.83478099,4.770538447,225.9145187,30.2716772,14.34625596,22.61433553,5.581086361,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241.6256471,26.80444694,12.43786572,19.83961166,5.375121237,127.5568548,20.65413887,9.361465366,17.43202498,5.375976185,570.5669288,84.55292691,19.02289628,20.13312825,5.864338637,175.2762388,30.71972185,9.428843442,16.12382979,5.38682567,39.38176968,7.524672146,4.675365777,18.88116139,8.651357617,146.3369227,15.32746356,7.383443874,14.18506658,4.668461974,30.79969956,7.16352766,5.056834977,10.67081897,5.474684133,49.74763564,14.86734503,14.03638054,21.18462898,4.479115747,24.3675381,6.462275439,6.210099361,12.39135727,3.489822643,47.09400621,12.59673321,10.87116126,24.8020525,7.720643689,157.0656571,23.285494,12.45594866,24.89678809,5.941036828,678.6081343,100.4113363,23.44686459,26.56881258,7.370808386,305.9477349,15.65244625,7.863643964,18.33683422,4.748492417,247.2844529,30.03008367,13.65471208,22.31290053,5.456738301,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.7731337,26.53966029,12.36751209,21.13578894,5.738603215,139.5904914,20.34660133,9.796650387,17.95607402,5.554457772,508.9330353,85.88769557,19.30875206,22.357511,6.365800545,217.6171584,33.61500212,10.39263206,17.31378474,5.48963594,44.16259352,6.384251944,4.793199823,19.77915914,9.569802125,115.3217163,10.58716246,6.771826822,11.18249354,3.871640382,58.84292908,6.880878473,5.615093986,10.39205821,5.088486109,54.54555537,14.2239158,17.6812631,19.80709032,4.503514948,26.14146101,6.092482122,8.49013521,11.49194186,3.63805075,44.87543645,11.53510367,13.3695442,24.64147707,7.898947443,193.9678564,31.59934715,12.76798993,24.85271548,6.840990524,589.9496597,99.39684595,22.71823637,28.19372307,8.442570979,96.12208352,15.96013861,8.447648029,18.50637138,5.553114378,230.56093,30.50194102,13.58977832,23.14657467,5.940727237,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218.7419327,30.14145137,13.07921309,21.51261673,6.607889344,194.0314257,20.41595907,10.75307807,19.93235817,6.581170083,609.7764876,95.51301596,20.07494588,24.11932965,7.762519725,163.0672692,29.49081897,9.814642232,18.85389128,6.642404538,44.75266683,7.307649615,5.803243945,21.77303811,10.66833401,198.3073735,18.64639903,9.017150152,14.65968748,6.229768554,24.77938266,7.330959369,5.840919597,10.66150609,5.911620698,43.66997796,15.02149625,18.5012611,19.32564008,5.994393625,21.71742031,6.780987438,8.037364224,11.90050005,4.71572897,39.56114414,11.43602211,13.93571168,25.25411206,8.665197621,169.031959,25.33628685,13.05493576,25.59489583,8.001615069,686.5881458,121.0151463,25.93632242,29.43647028,8.698834863,342.7955713,14.61402042,9.367258666,18.5545594,6.51450537,206.9841833,36.36244081,15.15728856,22.6723849,6.536966516,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216.2447847,26.57237903,13.44593224,52.35160262,25.72931669,1535.487741,21.5669281,12.77105117,55.74589759,31.5009081,1525.020746,109.7387878,21.46743716,52.33250997,25.09505356,8735.111975,57.01996032,14.51006619,52.21880997,28.42458108,91.3947355,7.2450924,8.146011974,66.45562712,42.7800751,136.6654551,9.20083937,7.376079122,46.78185951,30.53283995,79.73616729,7.169986611,6.711972889,30.75551103,20.62226935,55.51808092,14.93297733,16.37357035,44.30367182,22.84140531,30.62467283,6.472735291,7.776254244,26.06130668,17.30544774,85.8918825,12.07267732,12.52147369,58.95076762,36.13847069,1878.167713,32.01046578,13.39275389,53.74417648,29.19546199,904.8702402,112.9399138,26.64804405,55.79311248,26.4646106,1093.666685,15.44723514,11.88886398,44.96176177,28.69786258,705.3522163,33.45107988,15.35563094,52.10176488,25.26389344,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173.3514273,27.79803882,15.38566806,29.03156908,8.20628171,173.1078589,22.95371843,12.26892837,26.66519943,8.517515847,690.3285542,97.88421565,22.74137873,28.04969025,8.823327625,196.8495729,37.24101228,13.03926369,25.43873111,8.557755858,35.32295862,6.824978143,8.087794488,29.1804215,12.9350601,100.4023652,6.730884568,8.556291117,19.54423556,7.805206952,31.86434449,5.373866669,8.80699559,14.88227982,7.503909607,44.04489946,10.78645945,20.14644576,24.19586731,7.800130455,189.9944231,10.89587004,11.42053872,16.33706353,5.81333043,40.82452301,11.29797613,17.74913009,36.13157978,14.04118799,157.6362223,28.98909272,16.5874194,31.63320459,9.057552894,669.9748829,119.7541419,29.55847689,32.52817043,10.04703279,90.77184668,14.38774558,12.03579004,24.08939809,7.273745821,216.4628722,30.7700964,17.91558216,30.05353076,8.239938969,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314.700196,40.56164662,24.41176267,52.51048759,24.98001138,3302.358227,38.04608662,19.30242852,55.66387996,37.58397695,7660.443343,229.1193116,53.07436811,53.38170609,26.56850522,3033.060568,72.73592187,21.69061895,51.84254296,29.38228934,346.5211749,10.76582035,8.644397894,58.00931321,39.45258574,190.2346253,14.84535188,9.427523367,41.47302933,27.14019239,145.5555918,9.088929732,8.452850337,29.58621609,17.90612287,110.9573337,16.39507755,21.57284063,46.36882069,20.96718456,88.73834696,8.267059939,11.18246408,32.15621943,18.16128557,328.8044463,18.44790274,19.61031673,71.51258324,47.35755889,992.9367412,36.19204798,22.0531574,56.44965422,29.15243685,1055.551818,175.2503766,55.12408489,57.71888048,26.92259382,6507.555918,44.8552672,18.69482048,51.19750321,31.19594995,1288.830379,48.89753704,27.58490329,53.808296,24.1015469,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
