delta,theta,alpha,beta,gamma,state
5778.748766314156,8.302222834111703,2.2825320491598684,3.3788392473050757,2.045094282505035,1
2033.2614245436464,19.919928829048935,2.5175299979175376,3.7051210903654335,1.835871123562789,2
5599.586379158306,19.912453950779053,3.5948492507118988,4.3359281003832555,2.970412093161065,3
1972.219144536999,6.435640854030986,1.6709932112202475,2.5297814841602175,0.9271942816933684,1
1585.9671857117503,7.6816413632200335,1.9269315371579954,3.000229349377595,1.0738750490048974,2
17.713057252926863,3.566345610992588,1.4823330414340896,2.2418189639365003,0.7943436404415225,3
1972.219144536999,6.435640854030986,1.6709932112202475,2.5297814841602175,0.9271942816933684,1
1585.9671857117503,7.6816413632200335,1.9269315371579954,3.000229349377595,1.0738750490048974,2
17.713057252926863,3.566345610992588,1.4823330414340896,2.2418189639365003,0.7943436404415225,3
44.67671768569189,1.9666870029106431,2.5505010790070055,3.5495287938666755,1.059581899250824,1
38.93279511867549,1.9529782524075592,2.4427215408476353,2.933027699107436,1.0081960793769789,2
35.00515255258886,2.2160341107690598,2.2491709889135567,3.3076204579648234,1.072343265764495,3
13.917213704161075,1.7793116097809731,1.1615777040896245,3.0797373066787395,1.1689049574287016,1
24.228649896092477,2.25729954458519,1.2877250652661243,3.6142623563852507,1.335200468977432,2
28.896770467953136,2.2800329921602946,1.3762899449759722,3.531553843366831,1.1484275040251404,3
13.917213704161075,1.7793116097809731,1.1615777040896245,3.0797373066787395,1.1689049574287016,1
24.228649896092477,2.25729954458519,1.2877250652661243,3.6142623563852507,1.335200468977432,2
28.896770467953136,2.2800329921602946,1.3762899449759722,3.531553843366831,1.1484275040251404,3
11.602817661707347,3.486399308622997,4.200856712627401,3.837572277677324,0.7313008071981754,1
12.56192433074244,4.249526966224192,3.83394436489309,3.7414760368485127,0.8427244009331414,2
18.196523932250766,4.145965551053276,4.634934555996059,3.364855363627879,0.7273833286313152,3
8.809676736648608,1.9546907563884366,7.294538868567728,2.709636365464713,0.9333148336059065,1
11.1989386364795,2.1129435951815703,5.757262433125183,2.7722793148405853,0.7748783422874569,2
12.406923220575617,2.0206676854172,3.2529809014978945,2.6400131408641014,0.8160679688702631,3
8.809676736648608,1.9546907563884366,7.294538868567728,2.709636365464713,0.9333148336059065,1
11.1989386364795,2.1129435951815703,5.757262433125183,2.7722793148405853,0.7748783422874569,2
12.406923220575617,2.0206676854172,3.2529809014978945,2.6400131408641014,0.8160679688702631,3
