970.1214885,22.09446728,2.014136391,3.677867682,1.950027182,1550.86432,30.01056833,4.856724158,5.51236742,2.392907916,915.4120484,31.10259279,4.231839416,5.862498704,2.696079579,981.5941114,22.26260611,2.097128855,3.685549913,1.944384,951.2286427,20.09405362,1.861230656,3.397729093,1.55255401,641.7273285,22.17302365,3.43536892,4.417868864,2.068816952,3086.965917,40.6411879,4.929955218,6.449429575,2.620101412,2889.919645,44.04059886,6.067124233,7.833214831,3.461476005,700.1927858,26.96464742,4.38177614,6.865052021,2.998790258,900.4323709,19.11387652,2.532690247,4.855917561,2.214873431,975.2930837,24.52920414,14.45342172,11.26661681,2.625995042,969.6059604,22.11864081,1.932428741,3.555794375,1.710978813,932.5136322,19.02332844,1.769024382,3.023102274,1.235732019,865.2234153,28.99875395,5.916132103,7.817525426,3.37355355,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627.900506,13.02005905,3.947135355,4.240654748,2.365130853,2573.728542,20.20274796,5.601540202,5.698612547,2.51898243,3058.425993,23.68281425,6.495405823,6.399112104,3.110504012,2657.246762,13.09270559,4.054661428,4.539633779,2.364736031,2462.842773,11.64607935,3.561632918,3.902636489,2.064959973,2130.921281,15.1250628,4.608575573,5.299946249,2.853347187,4018.294207,25.47182802,6.876671265,7.041292556,2.993128198,3566.679104,25.25718891,6.874644102,8.044798991,3.74757715,2035.023967,17.45207085,6.572259276,7.23140301,3.607327515,2310.053282,11.63600276,3.977115972,5.637655699,2.70472986,2626.979877,14.45814876,12.99905136,10.83441508,3.047521529,2629.53734,12.89302546,3.940782306,4.127984718,2.123655257,2376.631588,11.27324192,3.458457518,3.344754839,1.524191506,2821.065827,19.32367092,7.617668022,8.909217321,3.746699023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12859.34186,227.7966913,19.90831184,7.714103239,3.12399999,10178.18093,175.8444914,20.08687686,11.14878448,3.443886631,17108.78086,314.03372,24.6786038,11.52413235,4.798489934,12981.08112,229.5137461,20.07262927,7.677842935,2.985644059,11224.59954,186.4848887,15.55718946,6.269559277,2.711694126,10670.97643,207.1721343,19.89824227,9.400602154,4.382920571,16000.77021,269.1955669,28.25424812,14.3908846,3.83613706,12066.0016,226.0601938,34.65025011,18.46329336,4.431719665,10260.97976,186.2011927,18.84172558,10.1139332,4.101675543,10065.36268,163.1408863,14.38285026,7.548556422,2.973859683,12863.68135,226.7886197,31.59053999,15.79446465,3.887099036,12871.89559,227.974941,19.96319022,7.29110749,2.753994751,10856.34056,178.7377463,14.58834016,5.489660841,2.194512018,12188.91045,209.2081466,24.77667675,14.0095509,4.289000091,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6651.849041,9.173183583,2.782873007,4.407014232,2.904550066,5257.865114,14.97975338,4.117383018,5.582675598,2.882527102,7535.140747,19.71661976,5.421603622,6.687076311,3.629927862,6717.178887,9.490417578,2.988513542,4.838427381,3.323462419,5943.426843,8.981560873,2.658426724,4.193081948,2.934972077,5859.440305,12.81437518,3.783491597,5.823580752,3.59780375,8924.305156,18.42164839,4.43266788,7.157880446,3.757909277,5346.049015,17.91858489,4.868715395,6.867558446,3.198193701,5001.10687,14.64826882,4.731354001,7.368297168,4.529570884,5443.702974,9.095638484,3.135070023,5.640178165,3.215380854,6649.941193,10.51248016,10.82046222,9.687670625,3.588351966,6653.749328,9.452687781,2.71286879,4.287779168,2.770422244,5778.748766,8.302222834,2.282532049,3.378839247,2.045094283,6968.127452,14.52491586,5.99243354,7.959806379,4.186223316,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240.502123,22.78925865,2.741176303,4.783507732,2.975470286,1844.984271,28.79349332,4.063053627,6.090170327,2.889183621,2725.844421,32.8885083,5.153061316,6.973707598,3.571432639,2260.837057,23.17505336,2.778292037,5.049578145,3.109246344,2094.794129,20.6560436,2.567112412,4.622941063,2.774442711,2173.719464,25.12463525,4.001703212,6.013536067,3.6266733,3117.043891,38.46617374,4.959380484,7.202376726,3.583243345,1889.363476,33.42591811,5.630187988,8.272998896,3.314905915,1727.611946,26.08086962,4.732337555,8.64285481,4.615179442,1949.571644,19.49623244,3.120661163,5.805813928,3.061082488,2242.513266,23.9348657,9.297640344,9.920690611,3.119082574,2237.902833,22.93171107,2.721972426,4.436654682,2.531833751,2033.261425,19.91992883,2.517529998,3.70512109,1.835871124,2405.991879,31.86552621,6.838443043,9.03271056,4.154726017,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
