delta ch(2),theta ch(2),alpha ch(2),beta ch(2),gamma ch(2),delta ch(3),theta ch(3),alpha ch(3),beta ch(3),gamma ch(3),delta ch(6),theta ch(6),alpha ch(6),beta ch(6),gamma ch(6),delta ch(7),theta ch(7),alpha ch(7),beta ch(7),gamma ch(7),delta ch(8),theta ch(8),alpha ch(8),beta ch(8),gamma ch(8),delta ch(9),theta ch(9),alpha ch(9),beta ch(9),gamma ch(9),delta ch(14),theta ch(14),alpha ch(14),beta ch(14),gamma ch(14),state
882.2653001459684,23.423124407030116,71.26207286186408,12.566281822110124,2.15296234818812,767.402393409968,10.844344910616066,47.00697871191748,9.28093805357454,1.8758497448565004,296.2168053153249,7.074806642851434,40.31883106808378,8.589884582527173,1.7540293648500493,543.8424605821717,11.710842143825497,56.29209429498422,10.574980522942758,2.257690683276268,1084.7976896204016,21.5911379640029,72.72155629331442,13.97037752951627,2.3277795635458016,752.0206328837596,9.56825982669365,46.69499339114927,11.232185498297321,2.5136581870770063,682.3524689930091,9.211405274558967,25.37280778296842,8.419970435574369,2.1231713359176108,2
756.0695878165088,14.922872228568036,88.88005942216704,15.037652987696587,2.0156083564281655,450.2257199616354,8.537377764802486,60.85084088620363,10.720814674080728,1.8472107654140417,170.77685607861764,6.797767316337868,55.515346539192706,9.577085547658406,1.6855863039090169,388.2313599402409,10.746090578816997,74.3671874477802,12.890736728945214,2.249575486602023,586.928239106561,15.045299987075161,89.38646536066736,16.197011650914213,2.342455880363753,401.6576259638356,7.995487931482819,54.775831392444644,12.166757461113548,2.444383045005368,462.3076130074924,7.291302859092744,30.586692107175885,8.269956391046634,2.0131048785578347,2
1235.9157213453007,15.95686746700758,56.78817249503889,15.324659016129159,2.0781249478901365,764.9849395013944,8.737366283754238,36.908458874338166,10.715933398511808,1.8933402512977293,343.1661265793703,6.595692236375826,35.490552077384066,9.752601570068842,1.8044193534670905,2468.8213227302067,28.114225885438458,51.42242195978008,15.762026060484509,2.3941322339897377,1142.8139975113709,21.855451728663958,59.390536579199704,17.611456725027534,2.35889204211087,2281.422323754952,14.170597669063865,38.833493229007054,12.4736964774949,2.4930555758137927,499.7699380919351,7.037198560270134,18.835903236008697,7.663793931625079,2.046623878938704,2
402.3449943677034,84.09405399123348,42.65336972322903,40.68330540439935,3.112984777181926,240.98523679067696,9.426569844092613,4.46977438643793,5.430878982104111,2.151982571846445,50.54489329263941,7.711311355794167,4.302917158357333,5.889077628597299,2.358240731228708,605.4700916846006,20.808687041348016,6.192950758157607,8.469840918806606,2.932949276104546,373.98136983037114,27.936313160858315,7.632262132195598,9.672418236903159,3.061796322716532,87.29005130524736,10.77721831303943,5.456773580626353,7.269007896077704,3.0224043137087064,65.98963671500005,7.21253170414601,4.319344656815158,5.426573112478401,2.053826017428925,3
142.96247644503228,19.877158423845845,8.775988900331122,7.715440739174262,2.670849359510838,64.82447916680441,7.933290238387709,5.878480116081827,5.401027622757359,1.8206573692470218,37.50990409802523,6.171401173976116,6.0641828456607545,5.955352184907924,2.22510554863879,271.9641872972767,16.201254239111123,8.227949268746181,8.037738641979653,2.660736238054478,179.04069376615064,20.455920337506576,9.65395937413689,8.823841921011843,2.8311774572160315,62.30953036493349,8.4720055112727,6.325311205178178,7.222252349048726,2.796493686448543,65.62294996791937,5.797155732929648,5.775081291104458,5.543286156544728,2.0828548907469617,3
171.4366019223605,21.718853115195664,7.241675674040692,8.027551917286347,2.9345475659290376,50.41872403793621,9.134909162730679,4.562328331947635,5.252940011654678,2.303872456828506,33.463662431042806,6.467400809061379,4.576243484988145,8.633721641549293,5.267146994827394,255.34973655204774,17.40593937345755,6.672025872291769,8.465395178227897,3.172630944995016,209.75448398770806,24.390085575345754,8.311720895417164,9.521930185282024,3.2327398422351568,43.676597398228814,8.800081008090824,5.389120532935337,8.330767802940976,4.402287973740259,66.83300555174272,6.101634760004087,5.244108959420113,5.118775887213191,2.228494581830002,3
78.17620338281151,21.513566180339048,4.039930655460227,5.362236290561413,2.3964546057774165,15.77748234208762,2.817862256044986,1.0118013593912583,1.5194895828913864,0.9692754307581033,12.945988318330167,3.495583049129371,2.1090942536258472,2.9999549789996784,1.619960753280536,134.49724508934415,21.805403880730857,4.322245370127266,5.9863838355790095,2.3736624072034487,166.55718964161244,24.365785228088924,5.931984203749936,7.0214650468577435,2.4770110862715775,32.40275571270051,9.53184155261253,4.645175560871088,5.90488180908255,2.872115004482232,28.67163209805348,6.626946674109984,3.513238181151167,4.757096433930995,2.131194820444743,1
63.14846245975453,13.077632187951089,3.725979537904891,5.241136755891309,2.53982488153314,39.10133059978802,2.8063110878446467,0.830511931208832,1.277966292076635,0.8663625726340541,16.436805516531024,3.6290804622970705,2.163175859859196,3.2121527285332867,1.545334031141159,112.33713567902296,13.888198423448294,3.774746713266385,5.976090448029571,2.3998424161175502,203.0735831064392,21.396215707577632,5.931312082726004,7.11112302065941,2.57580643939484,26.75836105091494,7.7710048992448435,4.056043443278963,5.974930910772025,2.8193517936238366,32.86975788617883,6.40910854684693,3.668918352431853,4.928088605283337,1.9950828009988681,1
79.57208398062023,21.917441569420284,3.8563255755274777,5.533654007527965,2.4946011233415173,100.29213843835721,3.1560359674940806,0.8216512466019885,1.2750576388031407,0.9111740313736509,19.354251924456836,4.043184960476744,2.423736418693891,4.507388735520493,2.550842524081845,137.87777890795297,19.384261084661006,4.687635766064803,6.089675791620116,2.4237404941913483,215.46136371333972,23.264109368048857,5.564289400709425,7.6473080549666355,2.7325398903060654,43.34020837486507,9.148487844136968,4.625672489380434,6.781633493451973,3.2501463944359683,45.57326202557358,7.297105295146455,3.984918277929812,5.561861721085711,2.2673210081440405,1
24.713866830088598,9.124090046983653,21.35683324099138,6.3119386608465,2.017254954454289,61.24596969181348,2.265425763605638,0.8207700038907535,1.311938762929097,0.8822696876432822,13.64061089132807,3.593713674463071,13.319620270327151,4.171856406893785,1.703421659540861,56.055262659829076,8.454207692284205,27.700114238548803,7.648487082673966,2.3449525787633587,80.87524289273557,12.055917865885293,26.34016625569491,9.12450233978718,2.29639175608506,19.400856907520087,8.669140208914175,27.00712462098315,9.5828812234869,2.755574099631317,21.119774134008328,6.439240398301803,27.12746721298759,6.7601866689735495,2.2300654165566156,2
20.60654985098028,13.771326791693234,12.16520627960585,7.325153046292566,1.8488031212127622,32.13424443208605,1.3465974876433742,0.5629040973361701,1.2060971580070268,0.8230725202419283,14.707476080086481,3.3398186712837825,8.921598680925056,5.100214427230307,1.6823664199860713,33.86880490650507,11.023420159008863,16.145345841560715,9.63640270439241,2.1681417428982006,81.43284406855189,13.74900954719331,15.585131328927462,10.720453029099533,2.3229632074400155,21.625426721395883,7.620363614041059,12.814644360068263,9.85995035313403,2.6504958023577174,35.09433216490341,6.889181556470347,13.482208366626711,8.028687715041702,2.1553284036779288,2
23.607578558574186,21.458587963401598,10.972926769833043,6.258130617147012,1.8728732962085957,20.582344628306036,1.5744214956542155,0.5884624236736691,1.2043996163844632,0.8970744292099543,11.823784340329356,4.238978086934578,7.116364381637082,4.550239196612571,1.6201235395239189,52.20747986711295,16.363091506646654,14.636686068273947,8.059203481149778,2.2262588085046526,61.03607665627788,21.123631592491236,14.468367975533116,8.883279859767518,2.1664903767717263,20.80981117061708,11.181277068538579,10.01221713970475,8.457978727200468,2.5798143931366155,22.160335614410126,8.412518538932806,9.457267020733813,6.580091406797484,1.9823937589796177,2
27.67606105355444,8.25567586588846,2.381980781145859,2.3981511085383067,1.0376610258493966,13.935819445457108,2.5611777180152755,0.9499119975337048,1.6089161159925645,0.9944498172931657,69.4642454788645,38.23174795830989,5.009661470673259,4.871270200749975,1.7862552469934214,114.43815950879268,26.73082402984866,8.099330033304703,7.110184413832329,2.3327413552488467,188.23995807871293,36.96787480102724,10.07218698398402,9.852637189122833,2.244862746947467,92.68419741525985,45.4295264073418,9.749135283887668,9.73176905456058,2.523613210780264,63.040075432985645,29.11926688877973,7.4568493351541285,6.182648984886647,2.1263710741909216,3
41.51587889991274,7.609634284407776,2.5949607249466675,3.9638341128035384,1.7358220716284551,14.5084065476809,3.3112110728342046,1.786830044470471,3.506693120823816,1.7606106705817375,69.2804302727908,26.623990504457737,5.9062031529878585,6.556901551675409,1.9636666709443273,387.0857582207194,152.13174167118905,114.91538308622928,295.46876900078763,116.2341298108413,201.67306072133803,33.59733956262092,10.795772489085536,11.00044756183712,2.6835125136802196,84.77282214909928,29.32821918210741,10.608272790216239,11.008664378262802,3.305598483016707,88.21649731137296,23.69721094092307,7.9313359600011895,7.931111632780938,2.7776772002443475,3
18.139808024420507,4.088627558805138,1.382962953989301,1.4802313099073188,0.9057134985774847,16.03068937669872,2.7724410454811994,1.3961564306495677,1.6554122210303583,0.9426118807781692,86.63483602418196,27.13200045887755,7.505932021228031,6.361828497302119,1.722075271728832,180.3958615441518,34.55678538137882,12.462681519622635,8.339036692116762,2.4191651212390624,280.97325097212797,38.22391914058696,13.309892028528578,9.553425919266887,2.03298721912892,113.15070193305759,46.98024789182394,13.703478743609892,10.751941793932058,2.514717908974117,73.12710883459668,29.475345681949392,10.569397482613422,7.0839381290100505,2.037765761570885,3
