delta,theta,alpha,beta,gamma,state
2456.0746660904524,188.94902289661374,52.29796065899594,201.47235110547552,1827.791679185968,1
5054.99190032159,172.5469222607735,55.313452550035485,201.6661189128327,1819.0636075151272,1
22084.99051227066,529.1909807510107,82.84008598721151,208.40215502361883,1803.1808272943533,1
11529.03847149834,165.11455923121775,53.295899375565355,203.09974306464454,1797.3824994908414,2
4276.169644927971,187.8917296385504,53.12329286083961,203.59510777498892,1803.6270165276317,2
11119.019506148556,186.4573386790705,55.35075276589174,205.5385884674744,1810.728297025408,2
4174.988990693093,160.39577334272022,51.69762482415679,203.4957336359605,1810.305697524213,3
3436.7981558413735,163.43518671942917,52.04941939318247,204.04059416177003,1813.1020112540268,3
538.3974341148895,155.37126693058454,50.88009016462746,202.67526532322626,1810.1019593135075,3
1458.8595474705673,171.48052670285094,57.22474025658419,205.8817104511679,1859.273252572388,1
1435.9347353115543,172.0657419157877,57.1450049797433,207.1387466266986,1860.8224110190936,1
1264.2521240578492,172.89768659733227,56.96097559174107,207.94138420208446,1867.8557656947225,1
1148.712200997805,171.01522798325863,56.35900123458729,206.30082951002697,1887.080066710227,2
1045.5567056347143,170.6755760302608,57.306805097534955,206.43688753488158,1883.1052168775789,2
1284.5880846684329,173.15031594808576,57.545433426407264,206.69737379381368,1888.8176224925635,2
1229.2485430761142,171.4865020695485,56.2383956202392,205.69764921776135,1892.3708337984651,3
1080.4142344553788,172.21162099066547,56.58532739753442,206.1124957647876,1894.61853638731,3
1259.9253986997687,171.72949585215355,56.48086091463539,208.99935534147633,1912.2334150118402,3
795.6536075390443,178.74000688906835,60.16646354952659,207.96833868888234,1783.7831798934708,1
1119.844962489667,178.84148492743444,59.534198807322205,207.64365367648202,1783.1780580359605,1
1327.9327698102259,179.06208816553303,59.95988616580474,206.39740885872996,1772.7797185787938,1
661.3324825846973,167.0244925567143,72.1885595771865,199.9686052274786,1766.8092372107863,2
753.5482190609262,166.04764814495633,66.66071025857478,199.98522095978066,1765.480085422519,2
588.460187275073,165.4984374571184,63.97859185135652,198.6185760281599,1760.4028778500974,2
1260.8226020829309,166.02144841983878,53.258433306288715,196.0567566014079,1752.755162077974,3
1068.6497593997653,171.87092719697708,53.89013604374464,197.1716475264724,1744.4401490105206,3
1093.0605853965703,169.42633294690862,53.51865766356182,197.37757723465396,1748.086377979684,3
791.5350488330042,176.73013685934023,60.585457018883986,189.94682309677623,1724.1727391660386,1
706.504751014554,173.33819381221744,60.629860130590124,189.72159921211224,1721.5393292321046,1
